Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings	...2	BinContigLenSum	hallmarkSum	gcMean	seqname	max_contigLen	max_score	max_contigLenGroup	full-partial	bin_high_group	bin_high_ContigLenSum	GroupPercent
B2	bin.070	c__Gammaproteobacteria	1097	270	172	198	65	7	0	0	0	25.42	3.78	Bacteria	Cyanobacteria	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	JABDBL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	29.96	0.8918533772	-	69	318430	0	39	NODE_6897_length_13533_cov_3.191349	13533	NA	Bacteria?	NA	Bacteria?	298693	93
B2	bin.071	k__Bacteria	5449	104	58	30	42	19	6	6	1	76.21	75.08	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	31.41	0.84934634	Genome has more than 39.2% of markers with multiple hits	70	2100520	20	64	NODE_780_length_50273_cov_6.141423	50273	0.767	dsDNAphage	|full	Bacteria?	1839818	87
B2	bin.072	k__Bacteria	924	151	101	43	107	1	0	0	0	62.18	0.99	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	66.81	0.8831561493	-	71	848476	0	53	NODE_47_length_179531_cov_74.080752	179531	NA	Bacteria?	NA	Bacteria?	782275	92
B2	bin.073	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	222349	13	36	NODE_2834_length_24335_cov_4.194687	24335	0.993	dsDNAphage	|full	dsDNAphage	177110	79
B2	bin.074	k__Bacteria	5449	104	58	30	9	22	17	16	10	88.79	205.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	21406726	44	61	NODE_33_length_210887_cov_12.025300	210887	NA	Bacteria?	NA	Bacteria?	20660098	96
B2	bin.075	k__Bacteria	5449	104	58	38	66	0	0	0	0	67.84	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	58.27	0.8828519869	-	74	840487	0	54	NODE_87_length_135949_cov_16.392504	135949	NA	Bacteria?	NA	Bacteria?	774963	92
B2	bin.076	k__Bacteria	924	151	101	35	116	0	0	0	0	72.28	0	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	64.05	0.8813387552	-	75	2034945	8	36	NODE_125_length_118200_cov_14.738982	118200	NA	Bacteria?	NA	Bacteria?	1720675	84
B2	bin.077	c__Gammaproteobacteria	67	481	276	99	360	21	1	0	0	86.66	3.64	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	68.43	0.8785694414	-	76	4279136	5	64	NODE_135_length_115835_cov_7.467620	115835	NA	Bacteria?	NA	Bacteria?	4225063	98
B2	bin.078	k__Bacteria	5449	104	58	55	25	22	1	1	0	65.67	36.9	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		-	-	-	-	-	GCA_903897605.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp903897605	80.64	0.45	taxonomic classification defined by topology and ANI	-	GCA_013697055.1, s__Rhizomicrobium sp0...	34.6	0.9690978885	Genome has more than 26.7% of markers with multiple hits	77	2434516	0	61	NODE_1231_length_39885_cov_21.930203	39885	NA	Bacteria?	NA	Bacteria?	2370353	97
B2	bin.079	k__Bacteria	924	151	101	51	100	0	0	0	0	54.95	0	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	62.62	0.8819252503	-	78	1078045	4	37	NODE_157_length_107275_cov_11.346157	107275	NA	Bacteria?	NA	Bacteria?	1032831	95
B2	bin.080	k__Bacteria	901	171	117	77	88	6	0	0	0	45.38	3.56	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	49.83	0.883446486	-	79	561417	0	53	NODE_388_length_68563_cov_5.500248	68563	NA	Bacteria?	NA	Bacteria?	550327	98
B2	bin.081	k__Bacteria	901	171	117	56	107	8	0	0	0	58.47	3.61	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	61.05	0.8720569405	-	80	883768	0	53	NODE_433_length_65276_cov_4.828261	65276	NA	Bacteria?	NA	Bacteria?	856872	96
B2	bin.082	k__Archaea	207	149	107	29	119	1	0	0	0	76.64	0.93	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	UBA12276		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	65.65	0.8396037176	-	81	769161	4	52	NODE_524_length_60134_cov_5.065580	60134	NA	Bacteria?	NA	Bacteria?	660743	85
B2	bin.083	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82	340992	13	32	NODE_34_length_204220_cov_11.537864	204220	1	dsDNAphage	|full	dsDNAphage	300157	88
B2	bin.084	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83	257091	0	61	NODE_193_length_96213_cov_39.748310	96213	NA	Bacteria?	NA	Bacteria?	208847	81
B2	bin.085	k__Bacteria	5449	103	57	13	8	45	35	2	0	80.54	124.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84	4583016	33	37	NODE_95_length_130710_cov_6.443910	130710	NA	Bacteria?	NA	Bacteria?	4001261	87
B2	bin.086	k__Bacteria	924	151	101	44	107	0	0	0	0	61.68	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.84	0.8749353797	-	85	841959	0	48	NODE_8_length_330227_cov_27.449214	330227	NA	Bacteria?	NA	Bacteria?	841959	100
B2	bin.087	k__Bacteria	5449	104	58	65	39	0	0	0	0	50.82	0	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		-	-	-	-	-	GCA_013286675.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675	79.5	0.36	taxonomic classification defined by topology and ANI	-	GCA_003153295.1, s__PALSA-1444 sp00315...	44.87	0.9725926303	-	86	1274903	6	43	NODE_2659_length_25326_cov_4.355031	25326	NA	Bacteria?	NA	Bacteria?	1154433	90
B2	bin.088	k__Bacteria	2993	143	89	32	111	0	0	0	0	73.36	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	1-14-0-10-45-20		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	64.74	0.9108372172	-	87	769884	0	47	NODE_18_length_258629_cov_7.719759	258629	NA	Bacteria?	NA	Bacteria?	769884	100
B2	bin.089	k__Bacteria	924	161	108	84	71	6	0	0	0	46.44	2.41	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	46.42	0.872169391	-	88	787160	0	50	NODE_270_length_81343_cov_7.301939	81343	NA	Bacteria?	NA	Bacteria?	698654	88
B2	bin.090	k__Bacteria	5449	104	58	82	21	1	0	0	0	31.9	1.72	Bacteria	Omnitrophota	Koll11	UBA10015	GCA-002753745			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	18.8	0.9140146959	-	89	183631	0	44	NODE_10552_length_10087_cov_3.584629	10087	NA	Bacteria?	NA	Bacteria?	172540	93
B2	bin.091	k__Bacteria	5449	104	58	86	18	0	0	0	0	27.59	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	RGVC01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	23.05	0.9105023819	-	90	719847	0	45	NODE_405_length_67290_cov_6.041481	67290	NA	Bacteria?	NA	Bacteria?	719847	100
B2	bin.092	k__Bacteria	2993	147	91	42	101	4	0	0	0	87.59	4.4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		-	-	-	-	-	GCA_903910555.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555	80.99	0.64	taxonomic classification defined by topology and ANI	-	GCA_003171215.1, s__Fen-1231 sp0031712...	68.93	0.9783204094	-	91	3770304	0	63	NODE_121_length_119120_cov_8.249586	119120	NA	Bacteria?	NA	Bacteria?	3756084	99
B2	bin.093	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92	252947	17	45	NODE_3226_length_22346_cov_3.674129	22346	0.993	dsDNAphage	|full	dsDNAphage	217738	86
B2	bin.094	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93	227328	5	40	NODE_3397_length_21637_cov_4.308961	21637	NA	Bacteria?	NA	dsDNAphage	102049	44
B2	bin.095	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94	357162	0	61	NODE_85_length_137211_cov_12.099668	137211	0.873	dsDNAphage	|full	dsDNAphage	357162	100
B2	bin.096	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	551800	18	29	NODE_55_length_170624_cov_6.404458	170624	0.973	dsDNAphage	|full	dsDNAphage	537104	97
B2	bin.097	k__Bacteria	5449	104	58	58	45	1	0	0	0	60.97	1.72	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	81.07	0.51	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	50.13	0.9487855512	-	96	1841360	6	53	NODE_297_length_78301_cov_5.620032	78301	0.9	dsDNAphage	|0_partial	Bacteria?	1622243	88
B2	bin.098	k__Bacteria	2993	147	91	116	29	2	0	0	0	22.68	1.1	Bacteria	Patescibacteria	Gracilibacteria	UBA1369	UBA1369	PALSA-1335		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	18.11	0.9102811726	-	97	132986	0	38	NODE_13614_length_8372_cov_3.423710	8372	NA	Bacteria?	NA	Bacteria?	115685	86
B2	bin.099	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	224646	9	41	NODE_25_length_224646_cov_12.118972	224646	0.993	dsDNAphage	|full	dsDNAphage	224646	100
B2	bin.100	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99	232786	14	59	NODE_101_length_126663_cov_6.812666	126663	0.98	dsDNAphage	|full	dsDNAphage	224531	96
B2	bin.101	k__Bacteria	5449	103	58	27	50	26	0	0	0	67.7	16.16	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	37.8	0.8815715941	Genome has more than 16.7% of markers with multiple hits	100	863010	0	51	NODE_1105_length_42144_cov_6.913136	42144	NA	Bacteria?	NA	Bacteria?	735258	85
B2	bin.102	c__Alphaproteobacteria	564	349	230	84	129	99	31	4	2	80.11	56.12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		-	-	-	-	-	GCA_003164375.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375	78.42	0.33	taxonomic classification defined by topology and ANI	-	-	30.75	0.9372971778	Genome has more than 35.8% of markers with multiple hits	101	2731059	3	62	NODE_4265_length_18674_cov_4.152640	18674	NA	Bacteria?	NA	Bacteria?	2614951	95
B2	bin.103	k__Bacteria	88	230	148	62	164	4	0	0	0	73.5	2.03	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	CAIPFQ01		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	57.53	0.9328072355	-	102	887401	0	44	NODE_4624_length_17693_cov_3.922213	17693	NA	Bacteria?	NA	Bacteria?	853118	96
B2	bin.104	k__Bacteria	5449	104	58	89	12	3	0	0	0	24.14	5.17	Bacteria	Omnitrophota	Koll11	UBA10015	GCA-002753745	JABDGZ01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	18.82	0.9253992171	-	103	597111	0	42	NODE_4675_length_17566_cov_3.522472	17566	NA	Bacteria?	NA	Bacteria?	569519	95
B2	bin.105	p__Proteobacteria	2231	190	119	37	138	15	0	0	0	85.1	4.76	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003134045.1, s__Bog-1198 sp0031340...	68.51	0.9495286494	-	104	3708150	4	64	NODE_35_length_203721_cov_15.233102	203721	NA	Bacteria?	NA	Bacteria?	3658147	98
B2	bin.106	k__Bacteria	5449	104	58	16	88	0	0	0	0	78.42	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	GWA1-54-10		-	-	-	-	-	GCA_903824155.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__GWA1-54-10;s__GWA1-54-10 sp903824155	79.39	0.41	taxonomic classification defined by topology and ANI	-	-	64.44	0.9659178081	-	105	818025	3	52	NODE_194_length_96173_cov_5.863241	96173	NA	Bacteria?	NA	Bacteria?	745553	91
B2	bin.107	k__Bacteria	5449	104	58	67	26	10	1	0	0	36.83	10.42	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	21.94	0.882725895	-	106	259373	0	51	NODE_5573_length_15669_cov_4.756180	15669	NA	Bacteria?	NA	Bacteria?	253432	97
B2	bin.108	k__Bacteria	5449	104	58	70	31	3	0	0	0	40.82	4.31	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	27.36	0.8399098849	-	107	556321	1	52	NODE_1473_length_36282_cov_4.726806	36282	NA	Bacteria?	NA	Bacteria?	476773	85
B2	bin.109	k__Bacteria	924	161	108	101	57	3	0	0	0	39.56	2.04	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	38.65	0.9461959311	-	108	308810	0	45	NODE_6255_length_14474_cov_3.351481	14474	NA	Bacteria?	NA	Bacteria?	302879	98
B2	bin.110	k__Bacteria	901	171	117	62	99	9	1	0	0	53.82	2.72	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	60.55	0.867933602	-	109	859686	1	51	NODE_45_length_180724_cov_12.037776	180724	NA	Bacteria?	NA	Bacteria?	835394	97
B2	bin.111	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	193842	0	35	NODE_2024_length_30164_cov_3.876781	30164	NA	Bacteria?	NA	dsDNAphage	86877	44
B2	bin.112	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	122866	3	60	NODE_11356_length_9556_cov_2.971266	9556	1	dsDNAphage	|full	dsDNAphage	60288	49
B2	bin.113	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	251219	11	40	NODE_671_length_54288_cov_6.334575	54288	0.987	dsDNAphage	|full	dsDNAphage	242785	96
B2	bin.114	k__Bacteria	88	230	148	24	189	17	0	0	0	88.34	9.46	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	CAJCIW01		-	-	-	-	-	GCA_903970455.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__CAJCIW01 sp903970455	77.4	0.22	taxonomic classification defined by topology and ANI	-	-	76.97	0.9126603803	-	113	1917845	17	44	NODE_462_length_63207_cov_5.918562	63207	NA	Bacteria?	NA	Bacteria?	1751953	91
B2	bin.115	k__Bacteria	5449	104	58	26	78	0	0	0	0	73.72	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	56.22	0.9206616136	-	114	655411	0	49	NODE_1000_length_44232_cov_6.913190	44232	NA	Bacteria?	NA	Bacteria?	570043	86
B2	bin.116	k__Bacteria	5449	104	58	69	30	5	0	0	0	48.04	8.62	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phenazinium_B	GCF_900141745.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B	97.13	0.7	GCF_900141745.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B	97.13	0.7	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004365055.1, s__Paraburkholderia p...	29.6	-	-	115	5256597	31	62	NODE_732_length_51786_cov_8.788173	51786	1	dsDNAphage	|full	Bacteria?	5049706	96
B2	bin.117	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	273278	0	44	NODE_6205_length_14568_cov_3.142355	14568	NA	Bacteria?	NA	Bacteria?	229377	83
B2	bin.118	k__Bacteria	5449	103	57	9	49	42	3	0	0	98.56	54.55	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SXRF01	JABCZZ01		-	-	-	-	-	GCA_013289445.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JABCZZ01;s__JABCZZ01 sp013289445	77.13	0.26	taxonomic classification defined by topology and ANI	-	-	40.1	0.9104562664	Genome has more than 54.2% of markers with multiple hits	117	3864389	1	56	NODE_167_length_103753_cov_5.676840	103753	NA	Bacteria?	NA	Bacteria?	3789235	98
B2	bin.119	k__Bacteria	901	171	117	109	52	8	2	0	0	38.71	8.55	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	27.08	0.9262301958	-	118	255635	1	56	NODE_3306_length_22012_cov_5.014984	22012	0.707	dsDNAphage	|full	Bacteria?	207932	81
B2	bin.120	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119	247266	3	49	NODE_29_length_216869_cov_8.342114	216869	0.96	dsDNAphage	|full	dsDNAphage	247266	100
B2	bin.121	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	406959	17	32	NODE_1134_length_41509_cov_4.443697	41509	0.987	dsDNAphage	|full	dsDNAphage	308802	75
B2	bin.122	c__Spirochaetia	72	215	125	106	99	10	0	0	0	56.02	4.8	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003151625.1, s__PALSA-1336 sp00315...	42.78	0.8849407423	-	121	492316	0	45	NODE_3066_length_23137_cov_4.249632	23137	NA	Bacteria?	NA	Bacteria?	465938	94
B2	bin.123	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	512743	12	61	NODE_19_length_255398_cov_34.915075	255398	0.9	dsDNAphage	|full	dsDNAphage	494247	96
B2	bin.124	k__Bacteria	5449	104	58	88	15	1	0	0	0	22.41	1.72	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_903915535.1, s__Reyranella aerosac...	18.94	0.9839829397	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	123	1060851	6	65	NODE_1717_length_33053_cov_6.018274	33053	0.993	dsDNAphage	|full	Bacteria?	981203	92
B2	bin.125	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124	323107	20	68	NODE_1160_length_41066_cov_6.430762	41066	0.953	dsDNAphage	|full	dsDNAphage	290592	89
B2	bin.126	k__Bacteria	5449	104	58	90	14	0	0	0	0	3.13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125	157282	0	46	NODE_5916_length_15035_cov_3.948665	15035	NA	Bacteria?	NA	Bacteria?	149462	95
B2	bin.127	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126	228201	13	58	NODE_24_length_228201_cov_12.661348	228201	0.987	dsDNAphage	|full	dsDNAphage	228201	100
B2	bin.128	k__Bacteria	924	151	101	34	117	0	0	0	0	70.79	0	Bacteria	Patescibacteria	Doudnabacteria	UBA920	VMFF01			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	76	0.7803732484	-	127	805500	0	56	NODE_15_length_268235_cov_8.215795	268235	NA	Bacteria?	NA	Bacteria?	805500	100
B2	bin.129	k__Archaea	207	149	107	130	19	0	0	0	0	4.91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128	519688	4	29	NODE_379_length_69573_cov_7.341494	69573	1	NCLDV	|full	NCLDV	388028	74
B2	bin.130	k__Archaea	207	149	107	130	19	0	0	0	0	5.78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129	558675	2	26	NODE_1038_length_43449_cov_4.496751	43449	0.887	NCLDV	|full	Bacteria?	279790	50
B2	bin.131	k__Bacteria	5449	104	58	51	53	0	0	0	0	76.72	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	56.07	0.8757137346	-	130	936853	0	53	NODE_846_length_47847_cov_5.676117	47847	NA	Bacteria?	NA	Bacteria?	871615	93
B2	bin.132	k__Archaea	207	149	107	135	14	0	0	0	0	2.73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	340904	4	48	NODE_795_length_49550_cov_5.527831	49550	0.967	NCLDV	|full	NCLDV	264782	77
B2	bin.133	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B2	bin.134	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132	200750	0	55	NODE_2735_length_24823_cov_6.086725	24823	NA	Bacteria?	NA	Bacteria?	181244	90
B2	bin.135	k__Bacteria	5449	104	58	70	31	3	0	0	0	41.38	4.31	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	25.29	0.9113535099	-	133	449058	3	68	NODE_9066_length_11202_cov_3.225442	11202	NA	Bacteria?	NA	Bacteria?	418407	93
B2	bin.136	k__Bacteria	5449	104	58	84	20	0	0	0	0	34.48	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_900107095.1, s__Collimonas sp90010...	26.98	0.979754918	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	134	561259	3	55	NODE_7173_length_13175_cov_3.175534	13175	NA	Bacteria?	NA	Bacteria?	533462	95
B2	bin.137	root	5656	56	24	52	0	4	0	0	0	1.85	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135	345524	2	24	NODE_2329_length_27407_cov_5.875183	27407	0.94	lavidaviridae	|full	Bacteria?	172034	49
B2	bin.138	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136	494840	8	42	NODE_2_length_494840_cov_20.338171	494840	0.953	dsDNAphage	|full	dsDNAphage	494840	100
